717,65121,Pakistan Vs West Indies 4Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-23,7,Pakistan,Javed Miandad,220,2,11,4,West Indies,Richie Richardson,221,0,20,Melbourne Cricket Ground,Melbourne,Australia,ID Robinson,SG Randell,West Indies,bowl,West Indies,West Indies won by 10 wickets (with 19 balls remaining),Brian Lara
718,65122,New Zealand Vs Sri Lanka 5Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-25,8,Sri Lanka,Aravinda de Silva,206,9,25,5,New Zealand,Martin Crowe,210,4,9,Trust Bank Park,Hamilton,New Zealand,DR Shepherd,PD Reporter,New Zealand,bowl,New Zealand,New Zealand won by 6 wickets (with 10 balls remaining),Ken Rutherford
719,65123,Australia Vs South Africa 6Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-26,2,Australia,Allan Border,170,9,17,3,South Africa,Kepler Wessels,171,1,13,Sydney Cricket Ground,Sydney,Australia,BL Aldridge,SA Bucknor,Australia,bat,South Africa,South Africa won by 9 wickets (with 13 balls remaining),Kepler Wessels
720,65124,Pakistan Vs Zimbabwe 7Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-27,7,Pakistan,Imran Khan,254,4,13,9,Zimbabwe,Dave Houghton,201,7,24,Bellerive Oval,Hobart,Australia,DP Buultjens,SG Randell,Zimbabwe,bowl,Pakistan,Pakistan won by 53 runs,Aamer Sohail
721,65125,England Vs West Indies 8Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-27,4,West Indies,Richie Richardson,157,10,8,1,England,Graham Gooch,160,4,12,Melbourne Cricket Ground,Melbourne,Australia,KE Liebenberg,SJ Woodward,England,bowl,England,England won by 6 wickets (with 61 balls remaining),Chris Lewis
722,65126,India Vs Sri Lanka 9Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-28,6,India,Mohammad Azharuddin,1,0,0,8,Sri Lanka,Aravinda de Silva,,,,Ray Mitchell Oval,Mackay,Australia,DR Shepherd,ID Robinson,Sri Lanka,bowl,,No result,
723,65127,New Zealand Vs South Africa 10Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-29,3,South Africa,Kepler Wessels,190,7,9,5,New Zealand,Martin Crowe,191,3,7,Eden Park,Auckland,New Zealand,Khizer Hayat,PD Reporter,South Africa,bat,New Zealand,New Zealand won by 7 wickets (with 93 balls remaining),Mark Greatbatch
724,65128,West Indies Vs Zimbabwe 11Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-29,4,West Indies,Richie Richardson,264,8,10,9,Zimbabwe,Dave Houghton,189,7,22,Brisbane Cricket Ground,Brisbane,Australia,KE Liebenberg,SJ Woodward,Zimbabwe,bowl,West Indies,West Indies won by 75 runs,Brian Lara
725,65129,Australia Vs India 12Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-01,2,Australia,Allan Border,237,9,16,6,India,Mohammad Azharuddin,234,10,13,Brisbane Cricket Ground,Brisbane,Australia,BL Aldridge,ID Robinson,Australia,bat,Australia,Australia won by 1 run (revised target),Dean Jones
726,65130,England Vs Pakistan 13Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-01,7,Pakistan,Javed Miandad,74,10,10,1,England,Graham Gooch,24,1,10,Adelaide Oval,Adelaide,Australia,PJ McConnell,SA Bucknor,England,bowl,,No result,
727,65131,South Africa Vs Sri Lanka 14Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-02,3,South Africa,Kepler Wessels,195,10,14,8,Sri Lanka,Aravinda de Silva,198,7,25,Basin Reserve,Wellington,New Zealand,Khizer Hayat,SJ Woodward,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 3 wickets (with 1 ball remaining),Arjuna Ranatunga
728,65132,New Zealand Vs Zimbabwe 15Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-03,5,New Zealand,Martin Crowe,162,3,13,9,Zimbabwe,Dave Houghton,105,7,13,McLean Park,Napier,New Zealand,DP Buultjens,KE Liebenberg,Zimbabwe,bowl,New Zealand,New Zealand won by 48 runs (revised target),Martin Crowe
729,65133,India Vs Pakistan 16Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-04,6,India,Mohammad Azharuddin,216,7,14,7,Pakistan,Imran Khan,173,10,22,Sydney Cricket Ground,Sydney,Australia,DR Shepherd,PJ McConnell,India,bat,India,India won by 43 runs,Sachin Tendulkar
730,65134,South Africa Vs West Indies 17Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-05,3,South Africa,Kepler Wessels,200,8,18,4,West Indies,Richie Richardson,136,10,10,Lancaster Park,Christchurch,New Zealand,BL Aldridge,SG Randell,West Indies,bowl,South Africa,South Africa won by 64 runs,Meyrick Pringle
731,65135,Australia Vs England 18Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-05,2,Australia,Allan Border,171,10,19,1,England,Graham Gooch,173,2,25,Sydney Cricket Ground,Sydney,Australia,Khizer Hayat,SA Bucknor,Australia,bat,England,England won by 8 wickets (with 55 balls remaining),Ian Botham
732,65136,India Vs Zimbabwe 19Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-07,6,India,Mohammad Azharuddin,203,7,6,9,Zimbabwe,Dave Houghton,104,1,17,Trust Bank Park,Hamilton,New Zealand,DP Buultjens,SG Randell,India,bat,India,India won by 55 runs (revised target),Sachin Tendulkar
733,65137,Australia Vs Sri Lanka 20Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-07,8,Sri Lanka,Aravinda de Silva,189,9,15,2,Australia,Allan Border,190,3,8,Adelaide Oval,Adelaide,Australia,ID Robinson,PD Reporter,Australia,bowl,Australia,Australia won by 7 wickets (with 36 balls remaining),Tom Moody
734,65138,New Zealand Vs West Indies 21St Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-08,4,West Indies,Richie Richardson,203,7,16,5,New Zealand,Martin Crowe,206,5,13,Eden Park,Auckland,New Zealand,KE Liebenberg,PJ McConnell,New Zealand,bowl,New Zealand,New Zealand won by 5 wickets (with 9 balls remaining),Martin Crowe
735,65139,Pakistan Vs South Africa 22Nd Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-08,3,South Africa,Kepler Wessels,211,7,19,7,Pakistan,Imran Khan,173,8,20,Brisbane Cricket Ground,Brisbane,Australia,BL Aldridge,SA Bucknor,Pakistan,bowl,South Africa,South Africa won by 20 runs (revised target),Andrew Hudson
736,65140,England Vs Sri Lanka 23Rd Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-09,1,England,Graham Gooch,280,6,23,8,Sri Lanka,Aravinda de Silva,174,10,21,Eastern Oval,Ballarat,Australia,Khizer Hayat,PD Reporter,England,bat,England,England won by 106 runs,Chris Lewis
737,65141,India Vs West Indies 24Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-10,6,India,Mohammad Azharuddin,197,10,12,4,West Indies,Richie Richardson,195,5,14,Basin Reserve,Wellington,New Zealand,SG Randell,SJ Woodward,India,bat,West Indies,West Indies won by 5 wickets (with 34 balls remaining) (revised target),Anderson Cummins
738,65142,South Africa Vs Zimbabwe 25Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-10,9,Zimbabwe,Dave Houghton,163,10,28,3,South Africa,Kepler Wessels,164,3,9,Manuka Oval,Canberra,Australia,DR Shepherd,SA Bucknor,South Africa,bowl,South Africa,South Africa won by 7 wickets (with 29 balls remaining),Peter Kirsten
739,65143,Australia Vs Pakistan 26Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-11,7,Pakistan,Imran Khan,220,9,27,2,Australia,Allan Border,172,10,28,Western Australia Cricket Association Ground,Perth,Australia,KE Liebenberg,PD Reporter,Pakistan,bat,Pakistan,Pakistan won by 48 runs,Aamer Sohail
740,65144,New Zealand Vs India 27Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-12,6,India,Mohammad Azharuddin,230,6,10,5,New Zealand,Martin Crowe,231,6,19,Carisbrook,Dunedin,New Zealand,ID Robinson,PJ McConnell,New Zealand,bowl,New Zealand,New Zealand won by 4 wickets (with 17 balls remaining),Mark Greatbatch
741,65145,England Vs South Africa 28Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-12,3,South Africa,Kepler Wessels,236,4,15,1,England,Alec Stewart,226,7,6,Melbourne Cricket Ground,Melbourne,Australia,BL Aldridge,DP Buultjens,England,bowl,England,England won by 3 wickets (with 1 ball remaining) (revised target),Alec Stewart
742,65146,Sri Lanka Vs West Indies 29Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-13,4,West Indies,Richie Richardson,268,8,18,8,Sri Lanka,Aravinda de Silva,177,9,24,Berri Oval,Berri,Australia,DR Shepherd,SJ Woodward,Sri Lanka,bowl,West Indies,West Indies won by 91 runs,Phil Simmons
743,65147,Australia Vs Zimbabwe 30Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-14,2,Australia,Allan Border,265,6,13,9,Zimbabwe,Dave Houghton,137,10,22,Bellerive Oval,Hobart,Australia,BL Aldridge,SA Bucknor,Australia,bat,Australia,Australia won by 128 runs,Steve Waugh
744,65148,New Zealand Vs England 31St Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-15,1,England,Alec Stewart,200,8,12,5,New Zealand,Martin Crowe,201,3,11,Basin Reserve,Wellington,New Zealand,ID Robinson,SG Randell,New Zealand,bowl,New Zealand,New Zealand won by 7 wickets (with 55 balls remaining),Andrew Jones
745,65149,India Vs South Africa 32Nd Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-15,6,India,Mohammad Azharuddin,180,6,15,3,South Africa,Kepler Wessels,181,4,13,Adelaide Oval,Adelaide,Australia,DP Buultjens,Khizer Hayat,South Africa,bowl,South Africa,South Africa won by 6 wickets (with 5 balls remaining),Peter Kirsten
746,65150,Pakistan Vs Sri Lanka 33Rd Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-15,8,Sri Lanka,Aravinda de Silva,212,6,32,7,Pakistan,Imran Khan,216,6,29,Western Australia Cricket Association Ground,Perth,Australia,KE Liebenberg,PJ McConnell,Sri Lanka,bat,Pakistan,Pakistan won by 4 wickets (with 5 balls remaining),Javed Miandad
747,65151,New Zealand Vs Pakistan 34Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-18,5,New Zealand,Martin Crowe,166,10,42,7,Pakistan,Imran Khan,167,3,4,Lancaster Park,Christchurch,New Zealand,SA Bucknor,SG Randell,Pakistan,bowl,Pakistan,Pakistan won by 7 wickets (with 32 balls remaining),Mushtaq Ahmed
748,65152,England Vs Zimbabwe 35Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-18,9,Zimbabwe,Dave Houghton,134,10,16,1,England,Graham Gooch,125,10,19,Lavington Sports Oval,Albury,Australia,BL Aldridge,Khizer Hayat,England,bowl,Zimbabwe,Zimbabwe won by 9 runs,Eddo Brandes
749,65153,Australia Vs West Indies 36Th Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-18,2,Australia,Allan Border,216,6,12,4,West Indies,Richie Richardson,159,10,15,Melbourne Cricket Ground,Melbourne,Australia,DR Shepherd,PD Reporter,Australia,bat,Australia,Australia won by 57 runs,David Boon
750,65154,New Zealand Vs Pakistan 1St Sf,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-21,5,New Zealand,Martin Crowe,262,7,23,7,Pakistan,Imran Khan,264,6,15,Eden Park,Auckland,New Zealand,DR Shepherd,SA Bucknor,New Zealand,bat,Pakistan,Pakistan won by 4 wickets (with 6 balls remaining),Inzamam-ul-Haq
751,65155,England Vs South Africa 2Nd Sf,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-22,1,England,Graham Gooch,252,6,23,3,South Africa,Kepler Wessels,232,6,21,Sydney Cricket Ground,Sydney,Australia,BL Aldridge,SG Randell,South Africa,bowl,England,England won by 19 runs (revised target),Graeme Hick
752,65156,England Vs Pakistan Final,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-03-25,7,Pakistan,Imran Khan,249,6,32,1,England,Graham Gooch,227,10,24,Melbourne Cricket Ground,Melbourne,Australia,BL Aldridge,SA Bucknor,Pakistan,bat,Pakistan,Pakistan won by 22 runs,Wasim Akram
1048,65157,England Vs New Zealand 1St Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-14,5,New Zealand,Lee Germon,239,6,12,1,England,Mike Atherton,228,9,8,Gujarat Stadium,Ahmedabad,India,BC Cooray,SG Randell,England,bowl,New Zealand,New Zealand won by 11 runs,Nathan Astle
1049,65158,South Africa Vs United Arab Emirates 2Nd Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-16,3,South Africa,Hansie Cronje,321,2,8,27,U.A.E.,Sultan Zarawani,152,8,5,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,SA Bucknor,VK Ramaswamy,U.A.E.,bowl,South Africa,South Africa won by 169 runs,Gary Kirsten
1050,65159,West Indies Vs Zimbabwe 3Rd Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-16,9,Zimbabwe,Andy Flower,151,9,15,4,West Indies,Richie Richardson,155,4,19,Lal Bahadur Shastri Stadium,Hyderabad,India,S Venkataraghavan,RS Dunne,Zimbabwe,bat,West Indies,West Indies won by 6 wickets (with 123 balls remaining),Curtly Ambrose
1051,65160,Netherlands Vs New Zealand 4Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-17,5,New Zealand,Lee Germon,307,8,8,15,Netherlands,Steven Lubbers,188,7,18,Indian Petrochemicals Corporation Limited Sports Complex Ground,Vadodara,India,ID Robinson,Khizer Hayat,New Zealand,bat,New Zealand,New Zealand won by 119 runs,Craig Spearman
1052,65161,India Vs Kenya 6Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-18,26,Kenya,Maurice Odumbe,199,6,21,6,India,Mohammad Azharuddin,203,3,12,Barabati Stadium,Cuttack,India,DR Shepherd,KT Francis,India,bowl,India,India won by 7 wickets (with 49 balls remaining),Sachin Tendulkar
1053,65162,England Vs United Arab Emirates 7Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-18,27,U.A.E.,Sultan Zarawani,136,10,13,1,England,Mike Atherton,140,2,14,Arbab Niaz Stadium,Peshawar,Pakistan,BC Cooray,VK Ramaswamy,U.A.E.,bat,England,England won by 8 wickets (with 90 balls remaining),Neil Smith
1054,65163,New Zealand Vs South Africa 8Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-20,5,New Zealand,Lee Germon,177,9,6,3,South Africa,Hansie Cronje,178,5,0,Iqbal Stadium,Faisalabad,Pakistan,S Venkataraghavan,SG Randell,New Zealand,bat,South Africa,South Africa won by 5 wickets (with 75 balls remaining),Hansie Cronje
1055,65164,Sri Lanka Vs Zimbabwe 9Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-21,9,Zimbabwe,Andy Flower,228,6,22,8,Sri Lanka,Arjuna Ranatunga,229,4,25,Sinhalese Sports Club Ground,Colombo,Sri Lanka,Mahboob Shah,RS Dunne,Zimbabwe,bat,Sri Lanka,Sri Lanka won by 6 wickets (with 78 balls remaining),Aravinda de Silva
1056,65165,India Vs West Indies 10Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-21,4,West Indies,Richie Richardson,173,10,8,6,India,Mohammad Azharuddin,174,5,12,Captain Roop Singh Stadium,Gwalior,India,ID Robinson,Khizer Hayat,West Indies,bat,India,India won by 5 wickets (with 62 balls remaining),Sachin Tendulkar
1057,65166,England Vs Netherlands 11Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-22,1,England,Mike Atherton,279,4,16,15,Netherlands,Steven Lubbers,230,6,12,Arbab Niaz Stadium,Peshawar,Pakistan,KT Francis,SA Bucknor,England,bat,England,England won by 49 runs,Graeme Hick
1058,65167,Australia Vs Kenya 12Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-23,2,Australia,Mark Taylor,304,7,13,26,Kenya,Maurice Odumbe,207,7,15,Indira Priyadarshini Stadium,Visakhapatnam,India,CJ Mitchley,DR Shepherd,Kenya,bowl,Australia,Australia won by 97 runs,Mark Waugh
1059,65168,Pakistan Vs United Arab Emirates 13Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-24,27,U.A.E.,Sultan Zarawani,109,9,8,7,Pakistan,Wasim Akram,112,1,17,Jinnah Stadium,Gujranwala,Pakistan,BC Cooray,S Venkataraghavan,Pakistan,bowl,Pakistan,Pakistan won by 9 wickets (with 90 balls remaining),Mushtaq Ahmed
1060,65169,England Vs South Africa 14Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-25,3,South Africa,Hansie Cronje,230,10,7,1,England,Mike Atherton,152,10,8,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,ID Robinson,SG Randell,South Africa,bat,South Africa,South Africa won by 78 runs,Jonty Rhodes
1061,65170,Kenya Vs Zimbabwe 16Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-26,9,Zimbabwe,Andy Flower,45,3,5,26,Kenya,Maurice Odumbe,,,,Moin-ul-Haq Stadium,Patna,India,CJ Mitchley,Khizer Hayat,Zimbabwe,bat,,No result,
1062,65171,Pakistan Vs Netherlands 17Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-26,15,Netherlands,Roland Lefebvre,145,7,17,7,Pakistan,Wasim Akram,151,2,2,Gaddafi Stadium,Lahore,Pakistan,KT Francis,SA Bucknor,Netherlands,bat,Pakistan,Pakistan won by 8 wickets (with 116 balls remaining),Waqar Younis
1063,65172,Kenya Vs Zimbabwe 16Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-27,26,Kenya,Maurice Odumbe,134,10,12,9,Zimbabwe,Andy Flower,137,5,22,Moin-ul-Haq Stadium,Patna,India,CJ Mitchley,Khizer Hayat,Zimbabwe,bowl,Zimbabwe,Zimbabwe won by 5 wickets (with 46 balls remaining),Paul Strang
1064,65173,New Zealand Vs United Arab Emirates 18Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-27,5,New Zealand,Lee Germon,276,8,15,27,U.A.E.,Sultan Zarawani,167,9,7,Iqbal Stadium,Faisalabad,Pakistan,BC Cooray,S Venkataraghavan,U.A.E.,bowl,New Zealand,New Zealand won by 109 runs,Roger Twose
1065,65174,India Vs Australia 19Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-27,2,Australia,Mark Taylor,258,10,12,6,India,Mohammad Azharuddin,242,10,22,Wankhede Stadium,Mumbai,India,DR Shepherd,RS Dunne,Australia,bat,Australia,Australia won by 16 runs,Mark Waugh
1066,65175,Kenya Vs West Indies 20Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-29,26,Kenya,Maurice Odumbe,166,10,37,4,West Indies,Richie Richardson,93,10,17,Nehru Stadium,Pune,India,Khizer Hayat,VK Ramaswamy,West Indies,bowl,Kenya,Kenya won by 73 runs,Maurice Odumbe
1067,65176,Pakistan Vs South Africa 21St Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-02-29,7,Pakistan,Wasim Akram,242,6,9,3,South Africa,Hansie Cronje,243,5,26,National Stadium,Karachi,Pakistan,KT Francis,SA Bucknor,Pakistan,bat,South Africa,South Africa won by 5 wickets (with 34 balls remaining),Hansie Cronje
1068,65177,Australia Vs Zimbabwe 22Nd Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-01,9,Zimbabwe,Andy Flower,154,10,13,2,Australia,Mark Taylor,158,2,10,Vidarbha Cricket Association Ground,Nagpur,India,DR Shepherd,RS Dunne,Zimbabwe,bat,Australia,Australia won by 8 wickets (with 84 balls remaining),Shane Warne
1069,65178,Netherlands Vs United Arab Emirates 23Rd Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-01,15,Netherlands,Steven Lubbers,216,9,30,27,U.A.E.,Sultan Zarawani,220,3,8,Gaddafi Stadium,Lahore,Pakistan,Mahboob Shah,SG Randell,U.A.E.,bowl,U.A.E.,U.A.E. won by 7 wickets (with 34 balls remaining),Saleem Raza
1070,65179,India Vs Sri Lanka 24Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-02,6,India,Mohammad Azharuddin,271,3,22,8,Sri Lanka,Arjuna Ranatunga,272,4,18,Feroz Shah Kotla,Delhi,India,CJ Mitchley,ID Robinson,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 6 wickets (with 8 balls remaining),Sanath Jayasuriya
1071,65180,Pakistan Vs England 25Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-03,1,England,Mike Atherton,249,9,18,7,Pakistan,Wasim Akram,250,3,3,National Stadium,Karachi,Pakistan,BC Cooray,S Venkataraghavan,England,bat,Pakistan,Pakistan won by 7 wickets (with 14 balls remaining),Aamer Sohail
1072,65181,Australia Vs West Indies 26Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-04,2,Australia,Mark Taylor,229,6,10,4,West Indies,Richie Richardson,232,6,19,Sawai Mansingh Stadium,Jaipur,India,DR Shepherd,Mahboob Shah,Australia,bat,West Indies,West Indies won by 4 wickets (with 7 balls remaining),Richie Richardson
1073,65182,Netherlands Vs South Africa 27Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-05,3,South Africa,Hansie Cronje,328,3,7,15,Netherlands,Steven Lubbers,168,8,13,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,Khizer Hayat,SG Randell,South Africa,bat,South Africa,South Africa won by 160 runs,Andrew Hudson
1074,65183,Sri Lanka Vs Kenya 28Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-06,8,Sri Lanka,Arjuna Ranatunga,398,5,17,26,Kenya,Maurice Odumbe,254,7,22,Asgiriya Stadium,Kandy,Sri Lanka,RS Dunne,VK Ramaswamy,Kenya,bowl,Sri Lanka,Sri Lanka won by 144 runs,Aravinda de Silva
1075,65184,India Vs Zimbabwe 29Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-06,6,India,Mohammad Azharuddin,247,5,4,9,Zimbabwe,Andy Flower,207,10,25,Green Park,Kanpur,India,CJ Mitchley,SA Bucknor,Zimbabwe,bowl,India,India won by 40 runs,Ajay Jadeja
1076,65185,Pakistan Vs New Zealand 30Th Match,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-06,7,Pakistan,Wasim Akram,281,5,16,5,New Zealand,Lee Germon,235,9,20,Gaddafi Stadium,Lahore,Pakistan,ID Robinson,KT Francis,New Zealand,bowl,Pakistan,Pakistan won by 46 runs,Saleem Malik
1077,65186,England Vs Sri Lanka 1St Qf,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-09,1,England,Mike Atherton,235,8,12,8,Sri Lanka,Arjuna Ranatunga,236,5,4,Iqbal Stadium,Faisalabad,Pakistan,ID Robinson,Mahboob Shah,England,bat,Sri Lanka,Sri Lanka won by 5 wickets (with 56 balls remaining),Sanath Jayasuriya
1078,65187,India Vs Pakistan 2Nd Qf,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-09,6,India,Mohammad Azharuddin,287,8,22,7,Pakistan,Aamer Sohail,248,9,9,M Chinnaswamy Stadium,Bengaluru,India,DR Shepherd,SA Bucknor,India,bat,India,India won by 39 runs,Navjot Sidhu
1079,65188,South Africa Vs West Indies 3Rd Qf,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-11,4,West Indies,Richie Richardson,264,8,16,3,South Africa,Hansie Cronje,245,10,11,National Stadium,Karachi,Pakistan,KT Francis,SG Randell,West Indies,bat,West Indies,West Indies won by 19 runs,Brian Lara
1080,65189,Australia Vs New Zealand 4Th Qf,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-11,5,New Zealand,Lee Germon,286,9,13,2,Australia,Mark Taylor,289,4,13,MA Chidambaram Stadium,Chennai,India,CJ Mitchley,S Venkataraghavan,New Zealand,bat,Australia,Australia won by 6 wickets (with 13 balls remaining),Mark Waugh
1081,65190,India Vs Sri Lanka 1St Sf,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-13,8,Sri Lanka,Arjuna Ranatunga,251,8,17,6,India,Mohammad Azharuddin,120,8,10,Eden Gardens,Kolkata,India,CJ Mitchley,RS Dunne,India,bowl,Sri Lanka,Sri Lanka won by default,Aravinda de Silva
1082,65191,Australia Vs West Indies 2Nd Sf,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-14,2,Australia,Mark Taylor,207,8,18,4,West Indies,Richie Richardson,202,10,8,Punjab Cricket Association Stadium,Chandigarh,India,BC Cooray,S Venkataraghavan,Australia,bat,Australia,Australia won by 5 runs,Shane Warne
1083,65192,Australia Vs Sri Lanka Final,Wills World Cup in India/Pakistan/Sri Lanka - 1996 (1995/96),1996-03-17,2,Australia,Mark Taylor,241,7,22,8,Sri Lanka,Arjuna Ranatunga,245,3,11,Gaddafi Stadium,Lahore,Pakistan,DR Shepherd,SA Bucknor,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 7 wickets (with 22 balls remaining),Aravinda de Silva
1443,65193,England Vs Sri Lanka 1St Match,ICC World Cup in England/Ireland/Netherlands/Scotland - 1999 (1999),1999-05-14,8,Sri Lanka,Arjuna Ranatunga,204,10,21,1,England,Alec Stewart,207,2,19,Lord's,London,England,RE Koertzen,S Venkataraghavan,England,bowl,England,England won by 8 wickets (with 19 balls remaining),Alec Stewart
1444,65194,India Vs South Africa 2Nd Match,ICC World Cup in England/Ireland/Netherlands/Scotland - 1999 (1999),1999-05-15,6,India,Mohammad Azharuddin,253,5,25,3,South Africa,Hansie Cronje,254,6,17,New County Ground,Brighton,England,DR Shepherd,SA Bucknor,India,bat,South Africa,South Africa won by 4 wickets (with 16 balls remaining),Jacques Kallis
1445,65195,Kenya Vs Zimbabwe 3Rd Match,ICC World Cup in England/Ireland/Netherlands/Scotland - 1999 (1999),1999-05-15,26,Kenya,Aasif Karim,229,7,36,9,Zimbabwe,Alistair Campbell,231,5,28,County Ground,Taunton,England,DB Cowie,Javed Akhtar,Zimbabwe,bowl,Zimbabwe,Zimbabwe won by 5 wickets (with 54 balls remaining),Neil Johnson
